source	destination	disposition	evidence
threat-modeling#Known-false-positives	threat-modeling#Known-false-positives	intentionally_removed	rejected candidate authored: "no THREAT_MODEL.md means threat coverage is a finding". Not a false positive but a severity question, capped at Info in ## Severity calibration; as a false-positive entry it would invite dismissal of the adjacent thing that IS a finding, an architecture document asserting a boundary the deployment does not create
references/threat-modeling.md#L125-L127	threat-modeling#Known-false-positives	intentionally_removed	rejected candidate: "a well-resourced or state-level adversary is not modeled", rejected in both directions - as a finding it is unfalsifiable and unfixable, and as a false-positive entry it would license the source "not worth defending against beyond basics" sentence. Resolved in Checklist item 2 with the accurate reason instead
threat-modeling#Known-false-positives	threat-modeling#Known-false-positives	intentionally_removed	rejected candidate authored: "findings from this lens are inherently speculative, so cap them all at Low". A blanket cap is indistinguishable from suppression - it would flatten an anchored three-hop path to a production data store into the same row as a stylistic observation. The tier cap does the honest version by capping effective_severity while preserving claimed_impact_severity
references/threat-modeling.md#L155	threat-modeling#Known-false-positives	intentionally_removed	rejected candidate: "an emitted log line means the attack would be detected", recorded as the most dangerous clearance available to this lens. Whether an event reaches a SIEM, matches a rule or pages anyone is entirely outside the repository
docs/design/2026-07-26-recon-punch-list.md#L1642-L1647	threat-modeling#Proof-recipes	moved	the registry-driven enumerator is referenced by name rather than restated, and is what makes R1 and R2 complete: the framework route registry, the queue consumer map and the scheduled-job registry instead of a hand-listed set of crossings
docs/design/2026-07-26-recon-punch-list.md#L1655-L1660	threat-modeling#Proof-recipes	moved	the socket-layer destination recorder is the harness for R3, installed FIRST so an unexpected connection fails loudly instead of silently reaching the internet
references/threat-modeling.md#L31	threat-modeling#Proof-recipes	corrected	R1, the boundary-crossing attribution sweep, proves cross-boundary-attribution-logging at T1: drive one authenticated request through each enumerated crossing and assert the far side received the actor identity and a correlation identifier as VALUES, with the capturing log handler attached to the real logger, a canary marker seeded in the actor, and the discovered crossing count asserted against a checked-in number
references/threat-modeling.md#L155	threat-modeling#Proof-recipes	corrected	R2, the deny-path event assertion, proves threat-detectability-gap at T1, with a positive control (an allowed request that must not emit a deny event), a sensitivity control, and a declared assertion signature before the run. What it does not prove - that anything downstream consumes the event - is required in the finding
references/threat-modeling.md#L144-L150	threat-modeling#Proof-recipes	corrected	R3, the egress destination-set assertion, contributes to exfiltration-path-enumeration and is deliberately about the inventory rather than any one destination; a specific wrong destination is another lens finding (ssrf-application-path, a vendor without an agreement, or a metadata-service reach). Coverage caveat required: it observes only destinations the test suite exercises
references/threat-modeling.md#L58-L64	threat-modeling#Proof-recipes	corrected	R4, the architectural conformance test, contributes to architecture-trust-design-gaps and is narrower than it looks: it asserts conformance to a boundary someone already articulated and asserts the rule set is non-empty so a deleted rule cannot pass as compliance. The limit belongs in every finding it supports - it never tests whether the boundary is the right one
docs/design/2026-07-26-recon-punch-list.md#L1738-L1741	threat-modeling#Proof-recipes	corrected	the honest headline is authored: of nine owned topics four have a T1 proof and five have none that is even theoretically possible, because no test fails because an analysis is absent. Named in the coverage block every run, since silence here reads as a clean bill of health
docs/design/2026-07-26-recon-punch-list.md#L1661-L1666	threat-modeling#Proof-recipes	intentionally_removed	the forged-and-mutated token table and the paired token-entropy assertion are deliberately not claimed here: both prove csprng-and-token-entropy and jwt-jws-and-jwks-verification, which this lens defers to crypto-and-key-management. Running them here would duplicate crypto finding under a topic this lens does not own
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#H1	threat-modeling#Severity-calibration	corrected	Gate 2 was cardinality ("resolves to one endpoint, one handler, one function or one file") and ejected four severity-carrying rows: position-based trust, missing attribution, the detectability gap and the scheduled-export egress route. Three of those have zero inbound defers from the other thirteen lenses, so the handoff was a deletion, not a move. Gate 2 now tests the SUBJECT of the threat - logic inside one unit leaves, a relationship stays even when the evidence is one line in one file - with the cardinality form named as the defect so it cannot drift back. Consumers updated at Scope, item 3 share-link note, item 8 position-trust absolute, the Gate-2 severity row and false positive 5
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#H2	threat-modeling#Checklist-8	corrected	the network-position sweep backing the High row matched nothing on either dominant real spelling. Added -i (Node lowercases every header name, so req.headers[x-forwarded-for] is the canonical Express spelling and the capitalized literal never appears; Django writes HTTP_X_FORWARDED_FOR), added remote_addr, REMOTE_ADDR, getRemoteAddr, x-real-ip, cf-connecting-ip and true-client-ip, replaced the leading double-quote anchor with quote-agnostic alternatives, and widened 172.1[6-9]|172.2[0-9] to 172.(1[6-9]|2[0-9]|3[01]) - the old class missed 172.30 and 172.31, inside RFC 1918 and inside the default Docker bridge pool. Fixture: both commands exit 1 before, both match the Flask remote_addr and Express x-forwarded-for grants after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#H3	threat-modeling#Checklist-5	corrected	the attribution sweep missed camelCase including actorId, the identifier this item own nomatch detector writes eleven lines above the command, so a correctly instrumented TypeScript service read as uninstrumented and the High row was filed against code that propagates. Split into two commands matching the two halves of the severity row: actor identity (the High condition) and correlation identifier only (the Medium carve-out), both with -i and both spellings of every token
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#H3	threat-modeling#Checklist-0	corrected	the tenancy sweep missed tenantId and orgId, so a camelCase multi-tenant service read as single-tenant and the tenant A to tenant B crossing dropped out of the inventory, taking the scope assumption with it. Added camelCase spellings plus ROW LEVEL SECURITY, SET LOCAL and set_config. Fixture: zero matches before on a context object carrying correlationId, tenantId and orgId; matches after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M1	threat-modeling#Checklist-5	corrected	the queue entry-point sweep hardcoded one project variable name (@celery_app.task). Replaced with @\w+\.task so @app.task and @celery.task both match, and added Sidekiq::Worker, ActiveJob::Base, @KafkaListener and def perform. Dropped .process( which matched child_process and every .process( in a tree - noise, not a miss. Fixture: both Celery spellings zero before, both match after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M2	threat-modeling#Checklist-8	corrected	kind: NetworkPolicy alone reads zero on a Cilium-, Calico- or Istio-segmented cluster, so the instruction that zero policies alongside any workload is the finding filed the High row against a correctly segmented one. Widened to NetworkPolicy, AdminNetworkPolicy, CiliumNetworkPolicy, CiliumClusterwideNetworkPolicy, GlobalNetworkPolicy, AuthorizationPolicy, PeerAuthentication and ServerAuthorization, and the same widening applied to the item 8 prose, the severity row and R4b. DIVERGENCE FROM THE REVIEW: it spelled the Cilium cluster-wide kind ClusterwideCiliumNetworkPolicy; the CRD is CiliumClusterwideNetworkPolicy, and the transposition was verified to match nothing - a dead literal. Fixture: policy count 0 before, 2 after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M3	threat-modeling#Checklist-0	corrected	compose.yaml, the Compose Specification default filename, was outside every glob in the body. Added -g compose*.y*ml to the deployable-discovery command and to the networks-key absence command, and named both filenames in the two severity rows that cite the glob. Fixture: files-without-match listed only docker-compose.yml before, both files after. The frontmatter activation glob is still docker-compose-only and is reported for the controller
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M4	threat-modeling#Checklist-0	corrected	the claim half of the High asserted-boundary row was searchable only in markdown while item 8 own text admits a comment is a claim. Split the sweep: claim phrases now run repo-wide with a widened phrase list, and the threat-model vocabulary stays scoped to documents because STRIDE case-insensitively is an ordinary identifier in numeric code. Fixture: an internal-only comment in a .py file returned zero before and matches after; the unscoped vocabulary sweep matched np.lib.stride_tricks and kernel_size=3, stride=2, which is why that half stayed scoped
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M5	threat-modeling#Checklist-0	corrected	the deployable-discovery command assumed two-space compose indentation and returned nothing on a valid four-space file. Item 0 is the gate everything after it inherits, so an empty component list propagated into an empty inventory, an empty STRIDE table and an empty attack tree. Now ^services:|^\s{2,}[A-Za-z0-9_.-]+: with the auditor told to read the indentation level. Fixture: exit 1 before, 20 matched lines across two compose files after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M6	threat-modeling#Checklist-1	corrected	the app-to-database crossing rule excluded a connection role whose grants are narrower than the schema, which is exactly the control item 6 nomatch rewards (DATABASE_URL_WEB, role app_web, grants on its own tables) - so applied literally the rule collapsed app and database into one domain in the very repository where the shared-credential row is meant to fire. Rewritten as authorization the application cannot bypass, with that case named
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M7	threat-modeling#Checklist-9	corrected	the instruction that where a row tactic is not the one you expected the tactic is correct and the expectation is the error told the auditor to defer to a static table over the authoritative matrix. Most techniques carry several tactics and these rows list subsets - T1078 is also Initial Access and Privilege Escalation, T1098 is also Privilege Escalation. Replaced with: the tactic column is a subset not a definition, check the technique own tactic list in the version you record, and where the matrix and this table differ the matrix wins
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M8	threat-modeling#Proof-recipes	corrected	R4 was labelled T1 across both branches while its prose branch is a static assertion, T0 by the design tier table - which would let the High asserted-boundary row escape the Medium cap on the strength of an rg --files result. Split into R4a (T1: machine-readable rule set executed by the project own runner, non-empty assertion) and R4b (T0, explicitly capped), with per-branch fails-on and passes-on lines
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M9	threat-modeling#Scope	corrected	UPDATE to existing ledger row 11, which claimed all four per-crossing questions from source L58-L64 were re-pointed at the lens that owns each control. Three were. Encryption in transit had no owner named anywhere in the lens while STRIDE T letter asks the question directly, so an http:// internal hop left only a Gate 3 violation or silence. Added tls-and-certificate-validation (crypto-and-key-management) and resource-tls-enforcement-flags (cloud-and-iac) to the adjacent-slug list as cite-do-not-file, corrected the stated count from Four to Six, and pointed STRIDE T letter at them
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M12	threat-modeling#Severity-calibration	corrected	the Critical row accepted an Ingress, a ports: mapping and a route file as hop 1 exposure artifact while the Scope section says those same three establish intent, so two sections gave opposite answers about the same file and the row also said High if any hop rests on an assumption. Resolved per the design: the artifact anchors the claim, reachability enters at triage through reachable_from, and the manifest is not also written into Assumptions to confirm as though the row were un-anchored
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M13	threat-modeling#Checklist-0	corrected	hop 3 of the only Critical row - a migration, schema or model file naming the sensitive columns - was the sole occurrence of that phrase in the file, with no grep, no detector and no checklist line, while hops 1 and 2 each had several. Added two commands to item 0: a file sweep over migrations/, migrate/, schema*.sql, models.py, models/, *.prisma and entities/, and a sensitive-column literal list with pan word-bounded so it cannot match panel or expand. Fixture: both match the seeded Django migration and schema.sql
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#M11	threat-modeling#Checklist-9	corrected	both detectability sweeps missed standard spellings. The deny sweep had no -i, so Rails head :forbidden was invisible and only Go capitalized StatusForbidden survived; the emit sweep required ( immediately after warn, so Python canonical logger.warning never matched - meaning the auditor found no emit mechanism, could not establish absence against the codebase own mechanism as two severity rows require, and could file the detectability row against code that emits. Added -i plus warning, exception, critical, debug, log.Info/Warn/Error, slog., console.warn/error and Rails.logger, and stated the requirement in both severity rows. Fixture: both zero before, both match after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L11	threat-modeling#Checklist-0	corrected	the transport sweep was Node-biased, so a Python service whose only inter-service hop is SQS via boto3 showed no crossing at all. Added boto3.client for sqs, sns, eventbridge and kinesis, plus amqplib, sidekiq, resque, aiokafka, kafka-python, @KafkaListener and azure-servicebus, with pika, nats and grpcio word-bounded so short tokens cannot match inside ordinary words. Fixture: boto3.client(sqs) zero before, matches after
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L10	threat-modeling#Checklist-0	corrected	manifest discovery was restricted to k8s/ and manifests/ while the policy count in item 8 is repo-wide, so the two halves of one severity row saw two different trees. Fixture proves the asymmetry: the inventory saw only k8s/ingress.yaml while the policy count saw deployment.yaml and deploy/records-svc.yaml. Now repo-wide with node_modules excluded, and DaemonSet and Route added
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L9	threat-modeling#Checklist-5	corrected	the glob !**/test/** excluded neither tests/ nor spec/ nor __tests__/. Replaced with a brace exclusion covering test, tests, spec, specs and __tests__, verified against fixtures under all three of the directory names the old glob let through
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L1	threat-modeling#Checklist-1	corrected	the bypass-path list named .copy(update= and could not match Pydantic v2 .model_copy(update= because the character before copy is an underscore - the same bypass on the version most new code writes. Added at both sites: the item 1 list and the false positive 1 survivor list
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L2	threat-modeling#Known-false-positives	corrected	false positive 5 called analytics, server access logs and link unfurling all three unconditional. Analytics URL capture is configuration - GA4 query-parameter exclusion, deliberate token stripping - which is the same over-claim the entry corrects two sentences later for Referer. Logs and unfurling now stated as unconditional in a default install; analytics requires citing the initialization and saying whether path or query is captured
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L3	threat-modeling#Known-false-positives	corrected	false positive 5 gated a real survivor on data the product itself documents as sensitive, which conditions a finding on the product having documentation. Restated as data the repository shows to be regulated - a PHI or PII column in the schema or model, a hipaa/phi/patient module path, a sensitivity label - since this lens explicitly activates on behavioral-health and healthcare codebases
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L4	threat-modeling#Checklist-4	corrected	no in-repo patch exists for them was absolute at the point of statement in item 4 while the qualifier lived only in false positive 3. Qualified where stated: no patch exists for the precondition itself, and an in-repo artifact that makes it cheaper is a finding in its own right - unpinned action refs, a missing environment protection rule, a long-lived cloud key where OIDC would do, all cicd-and-supply-chain
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L5	threat-modeling#Checklist-1	corrected	a queue consumer with an unauthenticated producer was listed among the things that make a genuine INTRA-process boundary; it is inter-process, and it is already in the crossing list above. Reclassified at both sites - the item 1 intra-process test and the false positive 2 survivor list - with the privilege-or-principal-change test itself untouched because it is the correct framing
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L6	threat-modeling#Checklist-9	corrected	technique identifiers are stable across versions is over-broad: IDs are deprecated and superseded (T1086 PowerShell became T1059.001, T1064 Scripting was deprecated). Combined with the rule that a name mismatch is not licence to change an ID, an auditor could hand a detection team a dead identifier. Restated as durable but not immutable, with the instruction to find the replacement when the ID is absent from the version recorded
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L7	threat-modeling#Checklist-10	corrected	topic is Required in the schema and is the deduplication boundary, and it was named nowhere in the output mapping. Added as the first row of the mapping table with the reason it matters more here than in any other lens: nine owned slugs against 42 deferred ones is this lens entire discipline in one field
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L8	threat-modeling#Checklist-10	corrected	activates_on contemplates a prompt-supplied topology instead of code and Gate 1 accepts a prompt sentence as an anchor, but the schema requires location as file:line - so the strongest anchor the lens recognizes produced a record that could not be emitted. The location row now says what to put there and states that a prompt anchor with no in-repo referent belongs in Assumptions to confirm rather than the findings table
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#L14	threat-modeling#Proof-recipes	corrected	R3 instructed running the repository own test suite without restating the consent gate. Added: explicit per-audit consent asked before Phase 3 and never remembered, no consent means the recipe does not run and exfiltration-path-enumeration stays at T0, and the run is disclosure not a sandbox - the socket-layer destination recorder makes it safer than an unmonitored npm test but does not isolate it, and the finding states that the run happened and under whose consent
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#wrong-6	threat-modeling#Checklist-9	corrected	T1213 Data from Information Repositories was mapped to a bulk read path over a records store or document repository. Its sub-techniques are collaborative products - Confluence, SharePoint, code repositories, CRM, messaging - not an application own records table. Split into two rows: a collaborative repository keeps T1213 with the scope stated inline, and the application own datastore takes T1530 where the store is cloud object storage or a managed database and the parent T1005 otherwise
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#unverifiable-1	threat-modeling#Checklist-9	corrected	the justification for not inventing an ATT&CK field was that an unrecognized key is dropped silently at merge, which no design or plan text specifies. Replaced with the justification that is verifiable: the schema IS the merge contract, so a key it does not define has no consumer downstream. The advice was right; the stated reason was not established
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#unverifiable-4	threat-modeling#Checklist-2	corrected	the profile adds no distinct checks for a well-resourced adversary is unfalsifiable as stated. Narrowed to no distinct IN-REPO checks at both sites - item 2 and the rejected-candidates entry - which is true and is all an in-repo code audit can claim. The surrounding guardrail against writing out of scope, not worth defending against is untouched
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-review.md#unverifiable-6	threat-modeling#Scope	corrected	the cross-tenant deferral listed a pooled SET app.current_tenant among the mechanisms that may already enforce scoping, which reads as a clearance list. A session-scoped SET on a pooled connection is itself a known cross-tenant leak unless it is SET LOCAL inside a transaction. Added so the presence of a mechanism is not read as a clearance; the routing instruction to record the boundary and hand to tenant-isolation-enforcement is unchanged
(new)	threat-modeling#Severity-calibration	corrected	the three anchor gates are all suppressors: nothing in them touches a threat the auditor never wrote, and in this lens a threat that should have been raised and was not is indistinguishable from a system that does not have it - no empty row, no UNPROVEN tag, no assumption line to notice. Added a required negative-result record to the coverage block: every sweep that returned zero with the command as run and which of the three readings applies (pattern absent, pattern present in a spelling the command does not cover, or the glob searched nothing - distinguished by rg exit 1 versus exit 2 No files were searched), every crossing that could not be anchored, every owned topic the run did not reach by slug, and the five topics with no possible proof
(new)	threat-modeling#Proof-recipes	corrected	the honest headline said four of nine topics have a T1 proof without noting that the fourth is conditional: R4 reaches T1 only where the repository already states the boundary in machine-readable form, so on a prose-only repository architecture-trust-design-gaps is T0 like the rest. Stated, and the coverage instruction now also carries the negative-result record
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#important-1	threat-modeling#Checklist-9	corrected	the emit sweep that establishes what absence looks like returned ZERO against a Spring/Lombok service and an ASP.NET Core service that both emit on every deny path, while the deny sweep in the same block found their deny sites. Three canonical misses: Lombok/SLF4J log.warn( (the old log.(Info|Warn|Error) was Go-cased with no -i), Java LOGGER.info( (logger. was case-sensitive), and .NET _logger.LogWarning( / LogInformation( (the level lives inside the method name, so logger. followed by warn|info can never fire). Added -i, severe, a word-bounded \blog\.(warn|err|info|debug|trace|fatal|critical) and Log(Warning|Information|Error|Critical|Debug|Trace)\(. Verified: exit 1 to 4 hits on a Java+.NET-only tree, 8 to 12 hits on a six-ecosystem clean tree, and still exit 1 on the hostile tree where nothing emits, so the nomatch half stays clean
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#important-1	threat-modeling#Severity-calibration	corrected	both severity rows that CONSUME the emit-absence check were fixed, not only the command. The Medium detectability row named only logger.warning, log.Warn, console.error and Rails.logger; the High no-attribution row said only including logger.warning, Python actual method name - its camelCase half had been fixed last round and its logger half had not, which is the fix-where-it-is-used failure. Both now name Lombok log.warn(, Java LOGGER.info(, .NET _logger.LogWarning( and LogInformation(, and both now state that the deny sweep succeeding is not evidence the emit sweep works and that a repo-wide zero on the emit sweep is a blind spot rather than an absence
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#important-2	threat-modeling#Severity-calibration	corrected	the M12 fix over-corrected: it closed the Critical composite-pivot row with do not also write the same manifest into Assumptions to confirm, which suppressed the one disclosure the row most needs. reachable_from holds a route name and cannot hold a caveat, so the reachability premise was disclosed nowhere and two of the lens own guardrails stopped working on it - the empty-Assumptions warning could no longer detect the omission because the omission was instructed, and the threat stays open with the assumption written out rule was contradicted for the highest-stakes row. Rewritten to keep M12 true distinction (an assumption about the FACT does not make the row un-anchored, so do not demote it or re-file the manifest as a missing anchor) while REQUIRING the reachability assumption to be recorded
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#minor-3	threat-modeling#Checklist-8	corrected	the M2 eight-kind widening had reached the command and neither of its two consumers: item 8 prose listed 5 kinds and the severity row listed 5, so AdminNetworkPolicy, PeerAuthentication and ServerAuthorization existed only inside the command and an auditor reading the row parenthetical as the definition would file the High asserted-boundary row against a Linkerd-only or AdminNetworkPolicy-only tree. All eight names pasted into both consumers, with the row now stating explicitly that the parenthetical is not the definition and the command is
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#minor-4	threat-modeling#Proof-recipes	corrected	R3 justified restating the consent gate with because this recipe is the one that runs something, which is false: R1 drives authenticated requests through every crossing and R2 drives denied requests, both T1 executions of the project own runner under the same gate. The sentence told an auditor that two of the three executing recipes execute nothing. Causal clause replaced with the true one - the gate governs all three under one consent asked once, and R3 restates it because R3 is the recipe that puts a network on the far side of it
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#minor-5	threat-modeling#Severity-calibration	corrected	UPDATE superseding the negative-result-record row appended last round (row 164), which specified the three readings of a zero as distinguished by rg exit 1 versus exit 2 No files were searched. Measured on ripgrep 14.1.1: that distinction exists ONLY when rg is given no path argument - with an explicit path a glob matching no files exits 1 with no message, identically to a real miss. Since every command in this lens now carries an explicit path deliberately (see the stdin row below), the exit-code mechanism was dead on arrival. Replaced with --stats: re-run the sweep and quote the files searched line, where 0 files searched is a fact about the globs and a healthy count with no match is a fact about the code. Verified both readings, and verified the two exit codes are identical
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#minor-6	threat-modeling#Checklist-0	corrected	icd_?10 in the hop-3 sensitive-column sweep matches icd10 and icd_10 and cannot match ICD-10, the standard written form of the code set. Widened to icd[-_]?10. Verified: exit 1 to a match on CREATE TABLE dx ("ICD-10" text). Under-claimed the lens only Critical row, so it failed safe, but hop 3 is one of three mandatory artifacts for that row
.superpowers/sdd/2026-07-26-phase-a-lens-registry/task-threat-rereview2.md#minor-7	threat-modeling#Checklist-9	corrected	the deny-path sweep had no spelling for ASP.NET Core Forbid(), which returns a 403 action result carrying no status number and no form of the word denied, so a C# controller whose only deny is return Forbid(); was invisible. In the re-review fixture it matched only incidentally because an adjacent log message contained the words access denied. Added \bForbid\(, which does not double-match Forbidden() (already covered by the forbidden alternative under -i). Verified: exit 1 to a match on a Forbid()-only file, and the hostile tree deny-site list grew from 4 files to 5
(new)	threat-modeling#Checklist	corrected	CROSS-CUTTING CLASS 2, found in this lens and not named by the re-review: all 24 rg commands in the body omitted a path argument. Given no path, rg searches stdin whenever stdin is not a terminal, so the identical command returns exit 1 with zero hits when anything pipes into it and BLOCKS waiting for input when nothing does. Both read as no findings. Demonstrated live in this session twice: the position-accessor sweep as written returned exit 1 and zero hits under a piped stdin on a tree holding 7 matches, and an interactive run of the same command hung until it was killed. An explicit trailing . added to all 24 commands, with a header comment in item 0 stating why the dot is load-bearing so nobody strips it. Verified: same command with the path restored, 7 hits under the same piped stdin
(new)	threat-modeling#Checklist-8	corrected	CROSS-CUTTING CLASS 4, found in this lens and not named by the re-review: the workload-count and policy-count pair was readable as a balancing identity, and both halves fail. Interrogated and measured - (a) a non-zero policy count clears nothing: a NetworkPolicy is namespaced and selects pods by label, so two policies aimed at one front-end balance the count over a third workload that nothing selects, and a policy with an empty podSelector and an ingress rule carrying no from selector is an explicit allow-all that counts as enforcement and enforces nothing. Built the fixture: 3 workloads, 2 policies both targeting ns-a/api, ns-b/records selected by nothing, and the check does not fire. (b) a matching line is not an instance: rg -c counts lines, so several documents in one ---separated file count several times (measured: 3), a Helm template inside a range counts once and renders many (measured: 1), and a Kustomize base plus overlays counts one workload twice - so the numbers diverge on correct trees and match on broken ones. Both halves written into item 8 as an explicit read-these-as-lists-never-as-a-subtraction rule, and the severity row now states that only zero across all eight kinds is mechanical
(new)	threat-modeling#Checklist-8	corrected	CROSS-CUTTING CLASS 3, found independently: the network-position accessor sweep was built from remote_addr and req.ip and so was silent on the two ecosystems that spell the accessor with neither - Rails request.remote_ip and ASP.NET Core HttpContext.Connection.RemoteIpAddress. Same ecosystem blind spot as Important 1, in a different sweep, backing the same High row. Added remote_ip and RemoteIpAddress to the command AND to the severity row that enumerates the spellings. Verified: exit 1 to 2 hits on a Rails+.NET tree, and the hostile-tree accessor count rose from 7 lines to 9 with no hit lost
(new)	threat-modeling#Checklist-0	corrected	CROSS-CUTTING CLASS 3, found independently and the most consequential of the three: the hop-3 sensitive-column sweep listed only snake_case column names while its own globs deliberately reach *.prisma and **/entities/**, which are the camelCase ecosystems - the pattern reached the right file and could not read its dialect. Measured on a Prisma schema declaring dateOfBirth, medicalRecordNumber, cardNumber and claimId: the old pattern matched one token, the incidental word Patient, and would have read the schema as holding no regulated data. Every separator made optional (social_?security, date_?of_?birth, medical_?record, card_?number, claim_?id) so -i bridges both spellings. Verified: 1 matched token to 4 on that schema, no hit lost on either fixture tree
(new)	threat-modeling#Checklist-5	corrected	CROSS-CUTTING CLASS 3, found independently: the queue entry-point sweep named Sidekiq::Worker only. Sidekiq renamed that mixin to Sidekiq::Job and new code writes the latter, so a modern Sidekiq job class whose only marker is include Sidekiq::Job was invisible - and losing a queue entry point loses the async-hop attribution crossing entirely. Widened to Sidekiq::(Worker|Job), keeping the old name because it survives as an alias. Verified: exit 1 to a match on include Sidekiq::Job
(new)	threat-modeling#Severity-calibration	corrected	EXTENDS the negative-result record appended last round, closing the hole the re-review identified in it: the record fires on a sweep that returned zero, but for this lens three sweeps are ABSENCE checks whose zero IS the finding - the item 9 emit sweep, the item 5 actor sweep and the item 8 policy count - so reporting this sweep returned nothing is indistinguishable from reporting the finding, and the record is inert on exactly the sweeps that manufacture false positives. That is why the record could not have caught Important 1. Added a subsection requiring a POSITIVE CONTROL before any absence sweep zero counts as evidence: the emit sweep must be run repo-wide and a zero everywhere recorded as a blind spot with the tree languages named rather than filed as a detectability gap; the actor sweep must state whether any propagation convention exists anywhere, because a repo-wide zero there is a larger and different claim than this hop drops the actor; the policy count must name the CNI or mesh if the tree shows one. Cross-referenced from item 9, from the Medium detectability row and from the High attribution row
(new)	threat-modeling#Proof-recipes	corrected	R2 said for each authorization-denial site the enumerator finds, but lenses/_harness.md defines the registry-driven enumerator as returning entry points - routes and their methods, queue consumers, scheduled jobs, fields, stores, tool definitions - and never denial sites, so the recipe cited the component for something its definition does not provide. Rewritten to enumerate entry points with the component and reach the denial inside each by driving a request authorization must refuse, and to restate the committed-count assertion that is what stops the recipe passing vacuously on zero rows. The other three cited components - socket-layer destination recorder, capturing log handler, canary fixture set - were checked against their definitions and match how this lens uses them, including the disclosure-not-isolation wording and the install-before-import ordering
