source	destination	disposition	evidence
references/cloud-and-iac.md#L86	cloud-and-iac#Severity calibration	corrected	Round 2 review M1: the High encryption row asserted a publicly shared snapshot via group = "all", a literal that cannot appear in valid Terraform. Split into an encryption-disabled row and a separate High row for aws_ami_launch_permission group = "all", which states plainly that Terraform cannot express a public EBS snapshot
docs/design/2026-07-26-recon-punch-list.md#L35	cloud-and-iac#Severity calibration	corrected	Round 2 review M5: the severity-table minus-one rule read as downgrading every absence-shaped row (BPA, metadata_options, PSA label) by a notch, which is the permanently-downgraded-finding harm the section above it warns about. Scoped explicitly to the case where the construct that should carry the setting is itself outside the repository
references/cloud-and-iac.md#L183	cloud-and-iac#Severity calibration	corrected	Round 2 review L1: the Critical object-storage row named only container_access_type = "container". Added "blob", which is equally anonymous read, and demoted listing to the aggravator it is
references/cloud-and-iac.md#L136	cloud-and-iac#Checklist item 15	corrected	Round 2 review L2: skip_final_snapshot = false and force_destroy = false were offered as greppable siblings, but false is already the default for both - the same dead-literal trap the prevent_destroy = false row above them corrects. Restated in the positive direction (= true), matching the item detector
references/cloud-and-iac.md#L57	cloud-and-iac#Checklist item 2	corrected	Round 2 review L4: "a PR from a fork if the workflow environment allows it" was imprecise. A pull_request run from a fork cannot obtain id-token: write at all; the shapes that reach repo:org/repo:pull_request are pull_request_target and workflow_run in base context. Trigger named, and the workflow-side half handed to cicd
references/cloud-and-iac.md#L84	cloud-and-iac#Checklist item 6 + Known false positives 4	corrected	Round 2 review L3: "every new S3 bucket" understated the January 2023 change, which applies default SSE-S3 to new object uploads in every bucket, existing ones included. Corrected in both places so no reader infers that an older bucket is unencrypted
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Proof recipes P1	corrected	Round 2 review H3 consumer: P1 now requires every rule to iterate resource addresses from terraform show -json rather than test file text, states the count-identity fallback for cross-resource pairings, adds hop limit <= 1 to the IMDS rule, drops backend encrypt as an at-rest assertion, and seeds the fixture set with the four multi-resource shapes that every file-granular rule passes
references/cloud-and-iac.md#L115-L116	cloud-and-iac#Scope + Proof recipes	corrected	Round 2: three facts added to the not-determinable lists - whether an egress NetworkPolicy on 169.254.169.254/32 is enforced (CNI-dependent; Flannel enforces nothing), whether a snapshot or AMI is publicly shared today, and that an empty absence sweep is not evidence without a stated denominator
references/cloud-and-iac.md#L85	cloud-and-iac#Checklist item 6	corrected	Round 2, self-raised (not in the review): the explicit-disable bullet attributed `encrypted = false` to aws_ebs_encryption_by_default, whose argument is `enabled`, and listed aws_dynamodb_table server-side encryption as disable-able. DynamoDB encrypts unconditionally - server_side_encryption { enabled = false } selects the AWS-owned key, not plaintext - so it moved to the key-ownership claim. Both were unfireable-literal defects of the same class as M1, inside the item that exists to correct that class
references/cloud-and-iac.md#L94	cloud-and-iac#Checklist item 11	corrected	Round 3 review N1 (UPDATE of the item-11 USER row): item 11 still prescribed grepping for the absence of ^USER per Dockerfile - the exact file-granular mechanism round 2 replaced with dockerfile_root in item 0, fixed where stated and left standing in the item that owns the check. Now points at dockerfile_root by name, states that the final stage is the only one governing the shipped image, and adds that Dockerfile instructions are case-insensitive so a lowercase USER directive is invisible to a ^USER pattern
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3 review N2: the BPA count identity balanced over an unprotected bucket (verified buckets: 3 bpa: 3 with a third bucket bare, two BPA resources naming the same one) and manufactured a shortfall under Terraform meta-arguments (verified 5 bucket blocks plus one for_each BPA prints 5/1; one for_each bucket block over five names prints 1). for_each and count appeared nowhere in the lens. Added a tf_meta helper that surfaces meta-argument blocks, made the count line print meta: and tf-files: alongside, and stated both halves of the identity - pairing is not proved by equal counts, divergence is not proved to be a gap
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0 helpers	corrected	Round 3 review N3: the tf.json branch was dead in tf_absent and tf_count - the awk keys on column-0 HCL block headers and Terraform JSON has neither, so a CDKTF repository swept completely silent and printed a balanced buckets: 0 bpa: 0. Dropped from both globs, the helpers are now stated as HCL-only with CloudFormation, Bicep, ARM and Pulumi named as not-assessed rather than clean, and the count line prints tf-files: so a zero is visible as a zero
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0 helpers	corrected	Round 3 review N4: the doc_absent separator regex required a bare separator, so a file whose documents are divided by a three-dash line carrying a trailing Source comment collapsed into one document and its first compliant namespace cleared the rest. Verified: three Namespace documents read as one, sweep silent, denominator 1 against a truth of 3. Widened to allow a trailing comment on the separator - the two unlabelled namespaces are now reported
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3 review N5: the securityContext sweep is document-granular, so a Deployment whose second container carries none is cleared by the first. Verified silent on a two-container fixture. Granularity now stated at the sweep with the instruction to count container entries against securityContext blocks, plus the fact that privileged and capabilities are container-only fields a pod-level securityContext cannot express
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0 helpers	corrected	Round 3 review N6: tf_absent truncates a block body at a column-0 closing brace inside a heredoc, so a bucket whose tags carry a heredoc JSON body is reported as lacking a prevent_destroy that follows the heredoc. Verified. Recorded in the caveat bullets alongside a second over-report found while proving the clean direction - an aws_s3_bucket_policy that delegates to a data aws_iam_policy_document json attribute is reported even when the document carries the SecureTransport deny, because the helper cannot follow a reference. Both fail in the over-report direction
references/cloud-and-iac.md#L164	cloud-and-iac#Severity calibration severity table	corrected	Round 3 review N7 (UPDATE of the unauthenticated-serverless row): the High row Established-by column kept only AuthType: NONE, the very key round 2 distinguished from AuthorizationType in item 0. Row now carries AuthorizationType: NONE, DefaultAuthorizer: NONE and AuthorizationLevel.Anonymous with each named to its resource, and states that AuthType and AuthorizationType are different keys so a row naming only the first clears every open API Gateway route
references/cloud-and-iac.md#L85	cloud-and-iac#Checklist item 0 sweeps	intentionally_removed	Round 3 review N8: the server_side_encryption enabled-false alternative is removed rather than repaired. Verified rc=1 against the canonical multi-line HCL form and rc=0 only against a one-line spelling nobody writes - rg is line-based - and the only store it pointed at was DynamoDB, whose SSE cannot be disabled at all, which item 6 repudiates in as many words. No correction to the regex makes it both fireable and true
references/cloud-and-iac.md#L86	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3 review N9: the bare group-names alternative matched the benign aws ec2 describe-security-groups --group-names default (verified). Narrowed to the form that requires the value all, which is the only value that shares an image or snapshot. Nothing is lost: the two ModifySnapshotAttribute spellings still catch the call however the group is passed. Verified 3 hits before, 2 after, the benign call now silent
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0	corrected	Round 3 review N10: the file-granularity paragraph asserted a nine-file fixture tree carrying twenty planted defects, which matched neither the fixture nor the report. A lens whose thesis is that unverified numbers ship dead checks must not carry one, so the count is replaced with the shapes that actually carry the argument - multi-resource tf files, a five-document manifest, a two-stage Dockerfile - and two dozen planted defects
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Checklist item 0	corrected	Round 3 cross-cutting class 2, found by this round and not named in the review: all 33 item-0 rg lines omitted a path argument, so rg searches stdin whenever stdin is not a terminal. Verified on the hostile tree - 0 output lines and exit status 1 with the path omitted, 35 with it present, no error and no diagnostic, and the first command drains stdin so the rest read EOF. Every line now ends with an explicit dot path and the block states why
references/cloud-and-iac.md#L94	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3 cross-cutting class 3, found by this round: the Dockerfile sweep was case-sensitive on FROM, USER and COPY, but Dockerfile instructions are case-insensitive to the builder. Verified: a Dockerfile containing lowercase from, copy and user directives produced 0 hits under the shipped pattern and 3 under the -i form. -i added deliberately with the reason stated at the line
references/cloud-and-iac.md#L164	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3 cross-cutting class 3, found by this round: six literals were Terraform snake_case only while Scope claims CloudFormation, Bicep and ARM. Added PubliclyAccessible, MapPublicIpOnLaunch, StorageEncrypted, publicNetworkAccess, minimumTlsVersion and supportsHttpsTrafficOnly - none of which shares a substring with its snake_case sibling, so a snake_case-only sweep reported a whole stack clean. All six verified firing on a CloudFormation template and a Bicep file, all six silent on the clean tree
references/cloud-and-iac.md#L207	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3, review out-of-scope observation adopted: the kubectl apply from an https URL alternative was glob-restricted to Chart.yaml and kustomization files, where that command never appears, so it could not fire. Verified 0 hits against a Makefile carrying it. Split onto its own unrestricted line, widened to the kubectl -k and kustomize build URL forms, and the chart-provenance line keeps the globs plus Chart.lock
references/cloud-and-iac.md#L207	cloud-and-iac#Checklist item 0 sweeps	corrected	Round 3, review out-of-scope observation adopted: the chart version pattern had a double quote inside its character class, so a correctly pinned quoted version was a hit. Verified. Replaced with a pattern that fires on a quoted or bare range operator and is silent on both a quoted and an unquoted exact version
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Proof recipes P3	corrected	Round 3, harness-contract mismatch found by this round: P3 listed gzip-plus-base64 among the derived encodings to grep for, which lenses/_harness.md explicitly repudiates - compressing a value on its own produces bytes that do not appear in a compressed body, and image layers and build logs are exactly the compressed sinks P3 walks. P3 now defers the encoding set to the canary fixture set expander, instructs decompress-do-not-precompute, and says to sweep as bytes rather than as UTF-8
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Proof recipes P1	corrected	Round 3, harness-contract mismatch found by this round: the registry-driven enumerator was named in the Proof recipes manifest sentence and used by no recipe, a citation with no consumer. P1 now drives its resource list through it and commits the count, which is that component answer to the defect this whole round is about - a zero-row enumeration passes every parametrized rule perfectly, exactly as a buckets-zero count line and a files-without-match that matched nothing do
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Proof recipes P1	corrected	Round 3 cross-cutting class 4 consumer (UPDATE of the P1 count-identity row): P1 told the auditor to assert the count identity and let it fail when the counts diverge. Now written as a tripwire and never the assertion, with the two breaking shapes seeded into the fixture set - two BPA resources naming one bucket, and a for_each BPA over five - and with the plan-based alternative stated: terraform show -json expands for_each into one resource per instance and carries the resolved bucket reference, so assert pairing and drop the identity
docs/design/2026-07-26-recon-punch-list.md#L28-L42	cloud-and-iac#Proof recipes Not provable here	corrected	Round 3 cross-cutting class 4 consumer (UPDATE of the denominator row): the denominator instruction is now qualified three ways, because each turns a denominator into a wrong denominator - a denominator in blocks is not one in instances where for_each or count is present, a denominator of zero may mean the pattern cannot read this repository syntax, and the item 0 helpers cover HCL and multi-document YAML only, so a CloudFormation, SAM, Bicep, ARM, Pulumi or Serverless stack is not-assessed rather than clean
