source	destination	disposition	evidence
skills/red-team-audit/lenses/salesforce-platform.md#Checklist-18-async	salesforce-platform#Checklist-18	corrected	ROUND 2 N5: "the original caller context is gone" is wrong — UserInfo.getUserId() returns the enqueuing user inside future and Queueable, and both checkPermission and user-mode DML evaluate against it. The nomatch arm was teaching a parameter-threading workaround as though it were required, which additionally introduces a spoofable identity input. Restated precisely: it is the MODE that the entry-point check fails to carry across, not the identity
skills/red-team-audit/lenses/salesforce-platform.md#Severity-calibration-fls	salesforce-platform#Severity-calibration	corrected	ROUND 2 N6: the re-graded table and the severity table returned Medium and Low for the identical FLS-on-read input, a contradiction introduced by round 1 adding the Low tier to only one of them. Both now state the same three tiers, with the artifact that establishes readability named, and a line saying that if the two ever disagree the disagreement is the bug
skills/red-team-audit/lenses/salesforce-platform.md#Severity-calibration-connapp	salesforce-platform#Severity-calibration	corrected	ROUND 2 N7: the connected-app High was conditioned on the app being self-authorizable, and no metadata element in the lens establishes that — an unsatisfiable condition silently downgrades every instance, which is the OWD failure in miniature. Re-conditioned on the three facts connectedApp-meta.xml actually carries (scopes Full, refreshTokenPolicy infinite, ipRelaxation bypass) and the permitted-users policy demoted to an assumption the grade must not depend on
skills/red-team-audit/lenses/salesforce-platform.md#Severity-calibration-viewall	salesforce-platform#Severity-calibration	corrected	ROUND 2: the viewAllRecords row was still graded on data class rather than reachability, which the C14 check passed because the OWD token appeared in its downgrade clause. Re-conditioned on two named repository facts — the grant element in a non-administrator permission set or profile, and a sharingModel with record access to defeat — with the data class demoted to an uplift routed to the owning lens
skills/red-team-audit/lenses/salesforce-platform.md#Severity-calibration-findable	salesforce-platform#Severity-calibration	corrected	ROUND 2: five further High and Critical rows named no findable artifact at all — guest-reachable injection, committed auth material, hardcoded credentials, secrets in custom settings, and missing FLS on write. Found by the new C18 findability check rather than by review. Each now names the metadata element, file glob or API symbol from which its condition is established
skills/red-team-audit/lenses/salesforce-platform.md#closure-C18	salesforce-platform#Severity-calibration	corrected	ROUND 2 required check: C18 asserts that every High and Critical condition names a concrete repository artifact — metadata element, file glob or API symbol — so a condition cannot be stated that no checkout can satisfy. C14 asserted a condition was NAMED; C18 asserts it is FINDABLE. It failed five rows on first run, all five since fixed
skills/red-team-audit/lenses/salesforce-platform.md#closure-C19	salesforce-platform#Scope	corrected	ROUND 2: C19 sweeps the whole file for any surviving claim that OWD is unavailable, since reading three sites and missing two is exactly what round 1 did. The first version of the rule was under-defined and fired on three sentences that REPUDIATE the claim, the same defect shape as the round-0 setOwnerId sweep; replaced with an enumerated list of assertion shapes and paired with C19b, which runs the same predicate against the previous commit and requires it to FAIL there, proving the rule is not vacuous
skills/red-team-audit/lenses/salesforce-platform.md#closure-C20	salesforce-platform#Severity-calibration	corrected	ROUND 2: C20 asserts the re-graded table and the severity table return the same tier for the shared FLS-on-read input, so the N6 class of contradiction cannot recur silently
skills/red-team-audit/lenses/salesforce-platform.md#closure-C17	salesforce-platform#Checklist-1	corrected	ROUND 2: the round-1 C17 assertion for externalSharingModel was still matching the claim that N1 reversed, so it would have passed against a string the file no longer contains. Updated to assert the corrected reconciliation instead — the second instance this task of an assertion outliving its subject, and the reason C17 is worth keeping rather than folding into prose review
references/crypto-deep-dive.md#L9-L28	crypto-and-key-management#Checklist-1	corrected	nonce/IV section: the VULNERABLE label on a fresh per-call secrets.token_bytes(12) and the CATASTROPHIC label on a monotonic counter nonce are both inverted. Rewritten as a four-construction table keyed to NIST SP 800-38D 8.2.2 (RBG-based) and 8.2.1 (deterministic); the broken example is now a module-scope nonce; the counter is a finding only on a named reset or shared-fixed-field condition. Source labels quoted once under Scope > Three inversions and marked non-instructional
references/crypto-deep-dive.md#L12	crypto-and-key-management#Scope	corrected	total loss of confidentiality narrowed: a repeated (key, nonce) yields the plaintext XOR, not both plaintexts, plus the GHASH subkey H and therefore arbitrary tag forgery
references/crypto-deep-dive.md#L13-L16	crypto-and-key-management#Checklist-1	preserved	CTR/CBC/ChaCha20 nonce and IV consequences; CBC restated as the one place predictability itself is the defect (CWE-329)
references/crypto-deep-dive.md#L17	crypto-and-key-management#Checklist-1	preserved	the audit pattern (random / unique counter / SIV) retained as the construction table; it already contradicted the VULNERABLE label two lines below it
references/crypto-deep-dive.md#L30-L35	crypto-and-key-management#Checklist-3	preserved	encrypt-then-MAC, AEAD preference, verify-before-parse; extended with the MAC-must-cover-the-IV rule and separate encryption and MAC keys
references/crypto-deep-dive.md#L36-L39	crypto-and-key-management#Checklist-3	preserved	padding oracles, folded into the ordering item with a detector on parse-before-tag-check
references/crypto-deep-dive.md#L40-L43	crypto-and-key-management#Checklist-4	corrected	constant-time comparison: per-language table added with the trap in each (timingSafeEqual RangeError on unequal lengths, ConstantTimeCompare length short-circuit, MessageDigest.isEqual versus Arrays.equals). The constant-time-on-most-JVMs-but-verify hedge replaced with the API contrast. Length extension preserved
references/crypto-deep-dive.md#L45-L49	crypto-and-key-management#Checklist-5	corrected	alg:none and RS256/HS256 confusion preserved; the grep set replaced because PyJWT verify=False stopped being the switch in PyJWT 2.0 (December 2020). Current shapes: options verify_signature False, a missing algorithms= argument, Node jwt.decode where verify was meant, Go ParseUnverified, and a keyfunc that never inspects token.Method
references/crypto-deep-dive.md#L51-L56	crypto-and-key-management#Checklist-4	preserved	replay and timestamp binding (CWE-294); the handler half (idempotency, replay cache, side-effect ordering) handed to web-and-api webhook-handler-integrity
references/crypto-deep-dive.md#L58-L62	crypto-and-key-management#Checklist-8	preserved	downgrade attacks (CWE-757), TLS floor, SSH legacy MACs; ssh-rsa clarified as an RSA key with a SHA-1 signature rather than a key type to remove
references/crypto-deep-dive.md#L64-L67	crypto-and-key-management#Checklist-10	preserved	key separation and HKDF (RFC 5869); extended with the rotation-identifier and key-destruction notes
references/crypto-deep-dive.md#L69-L74	crypto-and-key-management#Checklist-13	corrected	CSPRNG sources preserved; UUIDv4 entropy corrected from 128 to 122 bits (six bits are version and variant); Go 1.20 global math/rand auto-seeding added because it removed the missing-rand.Seed tell the old grep depended on
references/crypto-deep-dive.md#L76-L82	crypto-and-key-management#Checklist-11	preserved	RSA padding (RFC 8017, NIST SP 800-56B), ECDSA nonce (RFC 6979), Ed25519 cofactored verification, Diffie-Hellman subgroup validation
references/crypto-deep-dive.md#L80	crypto-and-key-management#Checklist-12	preserved	ECDSA malleability promoted to its own item with the ecrecover zero-address case and the low-s rule
references/crypto-deep-dive.md#L84-L91	crypto-and-key-management#Checklist-9	corrected	OWASP parameters preserved (argon2id 19 MiB t=2 p=1, bcrypt cost 10 minimum, scrypt N=2^17, PBKDF2-HMAC-SHA256 600k) with the SHA-1 and SHA-512 PBKDF2 variants added. The bcrypt advice pre-hash with SHA-256 or use a pepper scheme is corrected: a raw SHA-256 digest can contain a NUL and truncates the password in C implementations, so the digest must be base64- or hex-encoded, and a pepper does not address the 72-byte cap at all
references/crypto-deep-dive.md#L93-L97	crypto-and-key-management#Checklist-1	preserved	salt versus nonce versus IV distinctions, folded into the requirement statement at the top of item 1
references/crypto-deep-dive.md#L99-L110	crypto-and-key-management#Checklist-8	corrected	TLS block preserved; OCSP stapling for revocation softened to grading the revocation story, because revocation practice is in flux and a bare missing-stapling finding is not defensible. Pinning deferred to mobile-app-security certificate-pinning-implementation
references/crypto-deep-dive.md#L112-L124	crypto-and-key-management#Checklist-7	corrected	OAuth and OIDC preserved and rebased on RFC 9700 and RFC 7636: PKCE asked for on the authorization-code flow generally rather than public clients only, code_challenge_method=plain named, exact-string redirect matching kept, RFC 9207 iss added for the mix-up defense
references/crypto-deep-dive.md#L126-L135	crypto-and-key-management#Checklist-6	corrected	SAML preserved; the signature-wrapping check sharpened from verify the parser binds signature to content into the operative rule, which is to resolve the assertion BY the signature reference URI and to require the assertion itself to be signed
references/crypto-deep-dive.md#L137-L147	crypto-and-key-management#Checklist-15	preserved	custom-protocol interrogation; the severity condition made findable (a hand-rolled construction plus no specification in docs, README or an ADR) rather than resting on the fact that it is custom
references/crypto-deep-dive.md#L149-L161	crypto-and-key-management#Checklist-0	corrected	the code-smell list becomes the sweep block. Two entries were unfireable and are replaced. Crypto.AES.new(key, AES.MODE_ECB) is not a real symbol in PyCrypto or PyCryptodome, replaced with AES.new(..., AES.MODE_ECB), modes.ECB(), the ECB transformation strings, and Cipher.getInstance with a bare AES string, which silently resolves to ECB. JWT decode with verify=False replaced per Checklist item 5. verify=False survives only in the TLS sweep, where it is a live requests and HTTP-client smell
references/crypto-deep-dive.md#L163-L176	crypto-and-key-management#Severity-calibration	corrected	severity table rebuilt. Static or predictable IV in AES-GCM Critical (key compromise potential) replaced with Repeated (key, nonce) pair in AES-GCM Critical, whose impact is plaintext XOR plus GHASH-subkey tag forgery and explicitly not key recovery. Missing PKCE on mobile OAuth Medium and Timing-unsafe MAC comparison High re-graded against findable conditions. Every remaining High and Critical row names the artifact that establishes it
docs/design/2026-07-26-recon-punch-list.md#L1548-L1555	crypto-and-key-management#Known-false-positives	moved	the six crypto false-positive seeds, carried as entries 2 through 7
docs/design/2026-07-26-recon-punch-list.md#L1613	crypto-and-key-management#Known-false-positives	corrected	the recon pass cut 96-bit random nonce flagged as nonce-reuse risk for volume and kept only a calibration note. Re-accepted here as entry 1: the material this lens replaces labelled that exact construction a vulnerability, so it is the primary false positive rather than a hypothetical one. Divergence recorded in the Rejected-candidates preamble
docs/design/2026-07-26-recon-punch-list.md#L1614	crypto-and-key-management#Known-false-positives	corrected	the recon pass deduped deliberate HS256 reported as should-use-RS256 to web-and-api and asked this lens to carry defers jwt-verification: web-and-api. The settled ownership pass reverses that, since crypto-and-key-management OWNS jwt-jws-and-jwks-verification and nine lenses defer it here, so the entry lands here as entry 9 with its escalation list intact. Frontmatter not touched
docs/design/2026-07-26-recon-punch-list.md#L1661-L1666	crypto-and-key-management#Proof-recipes	moved	recipe 5.5 forged-and-mutated token table, shipped as R2 with the zero-outbound-call assertion on jku and x5u and the mandatory positive case
docs/design/2026-07-26-recon-punch-list.md#L1668-L1672	crypto-and-key-management#Proof-recipes	moved	recipe 5.6 signed-request replay and timestamp boundary, shipped as R3; row 6 flagged as straddling web-and-api webhook-handler-integrity
docs/design/2026-07-26-recon-punch-list.md#L1690-L1694	crypto-and-key-management#Proof-recipes	moved	recipe 5.10 crypto behaviour harvest and call-order spies, split into R1 nonce harvest, R4 tripwire comparison, R5 KDF parameters read back from the store, and R6 ordering invariant. R7 TLS-configuration assertion added; the statistical timing test kept non-gating
references/crypto-deep-dive.md#L107	mobile-app-security	moved	certificate-pinning guidance handed to certificate-pinning-implementation; TLS validation itself stays here, including the mobile trust-callback bypasses
references/crypto-deep-dive.md#L165	crypto-and-key-management#Severity-calibration	intentionally_removed	the claim that a static or predictable AES-GCM IV risks key compromise is deleted rather than migrated. It is false, and a mechanical closure check now fails the file if it reappears outside the quotation zone
references/privacy-and-compliance.md#L1-L3	privacy-and-data-protection#Scope	corrected	the non-HIPAA framing is kept, but the scope is now stated as owned slugs with an explicit does-not-own list derived from the frontmatter defers keys; the reciprocal boundary with hipaa-and-phi is named in both directions
references/privacy-and-compliance.md#L5-L7	privacy-and-data-protection#Scope	corrected	the "GDPR-relevant code patterns" umbrella is replaced by a citation set that names each instrument and its mandate strength, because the umbrella is what caused the ePrivacy content to be filed under GDPR
references/privacy-and-compliance.md#L9-L12	privacy-and-data-protection#Checklist-2	corrected	lawful basis pinned to Art 6(1); the consent-record requirement re-grounded on Art 7(1) demonstrability with Art 4(11) and Recital 32 for pre-ticked boxes; detector pair for a mutable boolean vs an append-only consent event
references/privacy-and-compliance.md#L14-L16	privacy-and-data-protection#Checklist-2	corrected	purpose limitation cited to Art 5(1)(b) rather than left unnumbered
references/privacy-and-compliance.md#L18-L22	privacy-and-data-protection#Checklist-14	corrected	data minimization cited to Art 5(1)(c), not bare "Article 5"; the HIPAA minimum-necessary comparison is removed because its treatment-context exceptions do not exist here and importing them suppresses real findings
references/privacy-and-compliance.md#L24-L27	privacy-and-data-protection#Checklist-8	corrected	storage limitation cited to Art 5(1)(e); "soft delete with no hard delete" restated as the absence of a purge path, which is the searchable artifact
references/privacy-and-compliance.md#L29-L32	privacy-and-data-protection#Checklist-9	corrected	punch list item 22: the 30-day window is wrong. Replaced with Art 12(3) one calendar month plus the two-month extension notified inside the first month, and CCPA Sec. 1798.130(a)(2) 45 days plus 45; detector pair on timedelta(days=30) vs relativedelta(months=1)
references/privacy-and-compliance.md#L34-L38	privacy-and-data-protection#Checklist-8	corrected	punch list item 24: "deletion must be true deletion" removed as an absolute and replaced with Art 17(1) plus the Art 17(3) exemptions and statutory retention duties; Art 19 recipient notification added, which the source omitted entirely
references/privacy-and-compliance.md#L40-L42	privacy-and-data-protection#Checklist-9	preserved	rectification retained, cited to Art 16, with Art 21(2) marketing objection added as absolute
references/privacy-and-compliance.md#L44-L46	privacy-and-data-protection#Checklist-9	corrected	Art 20 scoped to data the subject provided, under consent or contract, by automated means; the source implied parity with Art 15, so an omitted inference was being reported under the wrong article
references/privacy-and-compliance.md#L48-L51	privacy-and-data-protection#Checklist-17	corrected	privacy by design and default split to Art 25(1) and Art 25(2), with a default-value detector and a note to check migrations and backfills
references/privacy-and-compliance.md#L53-L56	privacy-and-data-protection#Checklist-1	moved	breach notification folded into the inventory item: Art 33(1) 72 hours from awareness is the reason an unenumerable store is a finding; Art 34(3)(a) named for the encryption exemption
references/privacy-and-compliance.md#L58-L61	privacy-and-data-protection#Checklist-6	corrected	Art 28(3) and Art 28(2) sub-processors cited; the finding is re-cut as the unenumerated destination under Art 30, because contract existence is not a code fact and the source invited a phantom "no DPA" finding
references/privacy-and-compliance.md#L63-L66	privacy-and-data-protection#Checklist-7	corrected	post-Schrems II framing updated: the 2023 EU-US Data Privacy Framework adequacy decision removes SCCs and the TIA for in-scope transfers, certification scope must be checked, the 2021 SCCs remain valid, and the UK and Swiss routes are separate
references/privacy-and-compliance.md#L68-L77	privacy-and-data-protection#Checklist-3	corrected	punch list item 20: the tracking-cookie and pre-checked-box bullets are re-filed from GDPR to ePrivacy Directive 2002/58/EC Art 5(3) with both exemptions, and EDPB Guidelines 02/2023 extend the analysis to pixels, local and session storage, IP-based tracking and SDK identifiers
references/privacy-and-compliance.md#L72	privacy-and-data-protection#Checklist-16	corrected	the unsubscribe bullet re-cited to ePrivacy Art 13 and CAN-SPAM 16 CFR Part 316, with RFC 8058 one-click added as an industry specification and explicitly not as a legal citation
references/privacy-and-compliance.md#L74	privacy-and-data-protection#Checklist-10	corrected	personal data in URLs kept, but scoped to directly identifying or sensitive content; enumerable identifiers route to authz-object-level and log mechanics to application-log-and-url-content, both in web-and-api
references/privacy-and-compliance.md#L79-L93	privacy-and-data-protection#Checklist-16	corrected	CCPA content pinned to Cal. Civ. Code Sec. 1798.120 and Sec. 1798.135(b), with the opt-out preference signal obligation cited to CCPA Regulations Sec. 7025 rather than left as "must be honored"
references/privacy-and-compliance.md#L88	privacy-and-data-protection#Checklist-1	corrected	sensitive personal information cited to Sec. 1798.140 and Sec. 1798.121, with the precise-geolocation radius carried as a calibration note rather than as a false-positive rule
references/privacy-and-compliance.md#L95-L107	privacy-and-data-protection#Checklist-12	corrected	PCI audit list mapped to v4.0.1 requirement numbers: 3.3.1 for SAD, 3.4.1 masking, 3.5.1 and 3.5.1.1 keyed hash, 10.5.1 retention, 12.5.2 scope confirmation
references/privacy-and-compliance.md#L104	privacy-and-data-protection#Checklist-12	corrected	punch list item 25: "card numbers in transit unencrypted" split into Req 4.2.1 open public networks and Req 4.2.2 end-user messaging, with the inadvertent-logging case moved under storage where Reqs 3.3 and 3.5 apply
references/privacy-and-compliance.md#L109-L113	privacy-and-data-protection#Checklist-13	corrected	punch list item 23: "minimal PCI scope (SAQ A or SAQ A-EP)" removed. SAQ A-EP is the largest e-commerce SAQ, and which SAQ applies is not derivable from a repository at all, so the lens audits the code-visible anchors instead
references/privacy-and-compliance.md#L109-L113	privacy-and-data-protection#Checklist-13	corrected	the Magecart question the source gestured at is now named: PCI DSS v4.0.1 Reqs 6.4.3 script inventory, authorization and integrity, and 11.6.1 header and payment-page change detection, both mandatory since 31 March 2025
references/privacy-and-compliance.md#L115-L117	privacy-and-data-protection#Scope	moved	webhook signature verification deferred to webhook-handler-integrity in web-and-api; the PAN-in-webhook-body half stays here under Checklist 12
references/privacy-and-compliance.md#L119-L124	privacy-and-data-protection#Checklist-1	corrected	PII inventory grounded on Art 30 records of processing with the Art 30(5) derogation stated, so "we do not know what we have" is a citable finding rather than an observation
references/privacy-and-compliance.md#L126-L130	privacy-and-data-protection#Scope	moved	mobile SDK, PrivacyInfo.xcprivacy and Play Data Safety content deferred to privacy-manifest-and-store-declarations and in-app-consent-mechanisms in mobile-app-security; the framework identifiers stay so a web reviewer can route the artifact
references/privacy-and-compliance.md#L132-L137	privacy-and-data-protection#Checklist-15	corrected	COPPA brought current: the FTC amended the Rule in 2025 adding separate consent for third-party disclosure, a written security program, a published retention policy and biometric identifiers; the compliance date is flagged for verification rather than asserted
references/privacy-and-compliance.md#L133	privacy-and-data-protection#Checklist-15	corrected	the EU age is cited to Art 8(1) with the member-state floor of 13 and the Art 8(2) verification duty; the UK Age Appropriate Design Code added because it reaches under-18s, a wider population than either threshold in the source
references/privacy-and-compliance.md#L137	privacy-and-data-protection#Checklist-15	preserved	the "actually blocked or just a flag set" question is preserved as the age-gate detector pair
references/privacy-and-compliance.md#L139-L142	privacy-and-data-protection#Checklist-5	corrected	punch list item 21: legitimate interest cannot cure Art 5(3) access, so the "may need legitimate interest justification" advice is removed; ITP and ETP relabelled as platform countermeasures and explicitly not as regulation
references/privacy-and-compliance.md#L144-L147	privacy-and-data-protection#Checklist-3	corrected	analytics content re-filed under Art 5(3); the session-replay claim that inputs are captured by default is corrected to the current vendor defaults and moved into Known false positives 4 with the narrower surviving findings
references/privacy-and-compliance.md#L149-L153	privacy-and-data-protection#Checklist-4	corrected	cookie-banner guidance re-cited to Art 4(11) and Art 7(3) for the refusal-parity rule; the per-cookie table replaces the banner as the unit of analysis, and the consent-state cookie is named as exempt
references/privacy-and-compliance.md#L155-L167	privacy-and-data-protection#Severity-calibration	corrected	severity list rebuilt as a table carrying instrument, mandate strength and the concrete artifact that establishes each High and Critical; every corrected claim is restated at its point of use so the table cannot contradict the checklist
references/privacy-and-compliance.md#L165	privacy-and-data-protection#Severity-calibration	corrected	"No DPA / BAA with processor: High (compliance, not security)" re-cut as the unenumerated destination at High under Art 30, since the contract itself is not visible in a repository
docs/design/2026-07-26-recon-punch-list.md#L103	privacy-and-data-protection#Scope	corrected	punch list item 20 applied in full: an explicit ePrivacy terminal-equipment subsection, plus eprivacy-directive and edpb-guidelines-02-2023 as body citation-set identifiers
docs/design/2026-07-26-recon-punch-list.md#L1575-L1583	privacy-and-data-protection#Known-false-positives	preserved	all six privacy seed entries carried over, each rewritten to name the surviving narrower finding explicitly
docs/design/2026-07-26-recon-punch-list.md#L1575	privacy-and-data-protection#Known-false-positives-1	corrected	seed 1 said a purge inside the Art 12(3) one-month window is the compliance test; erasure itself is governed by Art 17(1) without undue delay and Art 12(3) governs the response, so the test is restated to avoid manufacturing a deadline the Regulation does not set for the purge
docs/design/2026-07-26-recon-punch-list.md#L1579	privacy-and-data-protection#Known-false-positives-5	corrected	seed 5 lists /.well-known/gpc.json as one of three surfaces the user signal arrives on; it is the site declaration that it honours GPC, so the genuine half-fix is restated as a server that reads the header while the tag loader never consults navigator.globalPrivacyControl
docs/design/2026-07-26-recon-punch-list.md#L1621-L1623	privacy-and-data-protection#Known-false-positives	preserved	the three privacy rejected candidates carried into the trailing Rejected candidates list with their reasons; eight further rejections added, each naming what it would have suppressed
docs/design/2026-07-26-recon-punch-list.md#L1621	privacy-and-data-protection#Checklist-10	corrected	the punch list assigns this content to a pii-in-urls slug. No such slug exists in this lens frontmatter owns or in _topics.md, so the content is migrated under pii-inventory-and-data-map and the missing slug is reported rather than created
docs/design/2026-07-26-recon-punch-list.md#L1642-L1647	privacy-and-data-protection#Proof-recipes	moved	recipe 5.2 registry-driven enumeration folded into P1, P3 and P4 as the shared enumerator, with the anchored-allowlist and asserted-row-count details preserved
docs/design/2026-07-26-recon-punch-list.md#L1648-L1654	privacy-and-data-protection#Proof-recipes	moved	recipe 5.3 canary sweep becomes P1, with the derived-encoding list and the field-registry regression multiplier preserved
docs/design/2026-07-26-recon-punch-list.md#L1655-L1660	privacy-and-data-protection#Proof-recipes	moved	recipe 5.4 destination-set assertion becomes P3, scoped to the processor register and the transfer route
docs/design/2026-07-26-recon-punch-list.md#L1711-L1716	privacy-and-data-protection#Proof-recipes	moved	recipe 5.14 becomes P4: explicit purge invocation, both-sided retention window, the Art 17(3) legal-hold survivor, append-only consent grants, and the SQLite caveat reported as UNPROVEN rather than dropped
docs/design/2026-07-26-recon-punch-list.md#L1736	privacy-and-data-protection#Proof-recipes	corrected	the rails defect in the privacy browser recipe is fixed: route.continue() actually sends the tracker beacons, so P2 records and aborts every non-first-party request, demonstrated as a detector pair
docs/design/2026-07-26-recon-punch-list.md#L1721	privacy-and-data-protection#Proof-recipes	preserved	the T2 honesty note preserved: the pre-consent and client-side GPC proofs need a browser, and the server-side fallback covers only the header-only implementation
docs/design/2026-07-26-recon-punch-list.md#L1751	privacy-and-data-protection#Proof-recipes	preserved	the "legal and regulatory determinations" gap list preserved verbatim in substance as the Not-provable-here block
docs/plans/2026-07-26-phase-a-lens-registry.md#L1538	privacy-and-data-protection#Scope	intentionally_removed	the task mapping cites punch list section 1 item 16 for this lens; item 16 is bcrypt pre-hashing in crypto-deep-dive.md and belongs to crypto-and-key-management. There is no privacy content to migrate from it. The privacy items in section 1 are 20 through 25 and all six are applied
references/web-and-api.md#L1	web-and-api#frontmatter	preserved	frontmatter title "Web application and API security"
docs/design/2026-07-26-recon-punch-list-repair.md#L3-L225	web-and-api#frontmatter	preserved	repair companion frontmatter block adopted unchanged by the ownership pass; not edited by this migration
references/web-and-api.md#L3	web-and-api#Scope	corrected	router instruction "Load this for HTTP servers, REST APIs, GraphQL..." removed; activation is frontmatter activates_on. The same line claimed "ASVS L1/L2 patterns" and that claim is dropped, per punch list section 1 ASVS finding
references/web-and-api.md#L3	web-and-api#Scope	intentionally_removed	the "ASVS L1/L2 patterns" framework claim: no requirement in the source is traceable to an ASVS identifier and 5.0.0 renumbered the catalogue. Scope now carries an explicit instruction not to cite ASVS and not to add owasp-asvs to frameworks until real 5.0 requirement IDs accompany it
docs/design/2026-07-26-recon-punch-list.md#L207	web-and-api#Scope	corrected	the routing correction "pin ASVS or drop the claim" is resolved in favour of dropping it, and the reason is written into the body so a later pass cannot silently re-add the identifier
docs/design/2026-07-26-recon-punch-list.md#L24-L25	web-and-api#Scope	preserved	A09:2025 Security Logging and Alerting Failures locked as the routing key with an explicit do-not-correct instruction; the inventory item asking for "Logging & Alerting Failures" stays rejected
docs/design/2026-07-26-recon-punch-list.md#L206	web-and-api#Scope	preserved	"SANS Top 25" named in the body as a list that does not exist and must never appear; cwe-top-25 given as the only correct identifier
skills/red-team-audit/lenses/_topics.md#web-and-api	web-and-api#Scope	moved	all 33 owned slugs enumerated in the Scope Owns table, one row each, so every slug has a stated meaning in this lens
skills/red-team-audit/lenses/web-and-api.md#frontmatter-defers	web-and-api#Scope	moved	all 54 defers keys enumerated in the does-not-own list grouped by owning lens, with four explicit boundary paragraphs for the pairs most often mis-filed here (token verification, password hashing, token entropy, constant-time comparison)
references/web-and-api.md#L124-L125	web-and-api#Scope-crosswalk	corrected	API7 "See A10 above" pointed at Mishandling of Exceptional Conditions in 2025 numbering; the crosswalk now resolves API7:2023 to Checklist item 19, Server-side request forgery
references/web-and-api.md#L127-L128	web-and-api#Scope-crosswalk	corrected	API8 "See A05 above" pointed at Injection in 2025 numbering; the crosswalk now resolves API8:2023 to Checklist items 4, 10 and 11
references/web-and-api.md#L9-L134	web-and-api#Scope-crosswalk	corrected	every remaining relative "See Axx above" reference replaced by an explicit anchored link to a numbered Checklist item, and every category identifier written with its edition (A01:2025, API1:2023) because bare letter-numbers are ambiguous across the two lists this lens keeps in scope
references/web-and-api.md#L10-L11	web-and-api#Checklist-1	moved	force-browse and change-the-id become the object-level authorization item, with the write, bulk and export paths called out separately because that is where scoping is usually absent
references/web-and-api.md#L12	web-and-api#Checklist-8	moved	"replay a request after logout" becomes the server-side invalidation check in the session item, reconciled with false positive 6
references/web-and-api.md#L13	web-and-api#Checklist-10	moved	the CORS-permissiveness question becomes the CORS item, re-centred on reflection rather than breadth
references/web-and-api.md#L14	web-and-api#Checklist-3	corrected	Referer-based access control retained and sharpened: the operative defect is that the header is absent under no-referrer and stripped by proxies, so the missing-header branch is the unauthenticated path
references/web-and-api.md#L15	web-and-api#Checklist-4	corrected	metadata endpoints kept, but /api/swagger replaced: it is not a path any framework serves, so a check keyed to it reports clean on every codebase. The real surfaces are named (/swagger-ui.html, /v3/api-docs, /openapi.json, /docs, /redoc) alongside /actuator and its dangerous sub-endpoints
references/web-and-api.md#L18	web-and-api#Checklist-7	moved	default credentials split: a login form accepting a documented default stays here; key material in the repository routes to hardcoded-credentials-and-key-material in crypto-and-key-management
references/web-and-api.md#L19	web-and-api#Checklist-30	moved	verbose errors in production become the error-handling item, with the environment-default trap named
references/web-and-api.md#L20	web-and-api#Checklist-17	corrected	directory listing made findable: the concrete artifacts are autoindex on, Options +Indexes, serve-index, dotfiles allow, http.server and a Go FileServer, rather than the concept
references/web-and-api.md#L21	web-and-api#Checklist-25	corrected	unnecessary methods retained under API inventory; TRACE demoted to Info in the severity table with the reason stated, because cross-site tracing has not been exploitable from mainstream browsers for many years and an auditor should not spend a slot on it
references/web-and-api.md#L22	web-and-api#Checklist-11	corrected	the security-header baseline is scoped to responses a browser renders as a document, and Referrer-Policy is graded Info because strict-origin-when-cross-origin is the current browser default
references/web-and-api.md#L23	cloud-and-iac/object-storage-exposure	moved	public cloud storage is a deferred slug; the pointer is recorded in the does-not-own list rather than restated as a check
references/web-and-api.md#L24	cloud-and-iac/network-exposure-and-segmentation	moved	database with 0.0.0.0/0 ingress is a deferred slug; removed from this lens body per the overlap resolution
references/web-and-api.md#L26-L32	cicd-and-supply-chain	moved	the whole A03:2025 Software Supply Chain Failures section reduces to a pointer: all five dependency slugs are deferred. Only the browser-side half survives here as third-party-script-integrity-sri
references/web-and-api.md#L34-L40	crypto-and-key-management	moved	A04:2025 Cryptographic Failures reduces to a pointer for TLS, at-rest encryption, key material, token entropy, algorithm confusion and padding oracles
references/web-and-api.md#L35	web-and-api#Checklist-11	moved	the HSTS and mixed-content half of A04:2025 stays here, because the artifact is a response header this lens grades
references/web-and-api.md#L43	web-and-api#Checklist-13	corrected	"Covered in main SKILL.md" is incompatible with a self-contained brief; SQL, NoSQL and ORM injection is written out in full with three detectors, the parameterization-is-positional rule, the ORM escape-hatch inventory, second-order injection and LIKE-wildcard widening
SKILL.md#L88-L93	web-and-api#Checklist-13	moved	the central checklist bullet "SQL/NoSQL/ORM injection" inlined here rather than referenced
SKILL.md#L88-L93	web-and-api#Checklist-14	moved	command injection, LDAP/XPath and template injection (SSTI) inlined as the command-and-template item, with the shell-versus-argv distinction and the argument-injection case that survives perfect shell quoting
SKILL.md#L89	web-and-api#Checklist-14	moved	email header injection inlined; it is in the source list at L47 as well and is one finding, written once
SKILL.md#L88-L93	web-and-api#Checklist-16	moved	deserialization of user data (pickle, unsafe yaml, Java readObject, .NET BinaryFormatter) inlined as the deserialization-and-XXE item
SKILL.md#L126	web-and-api#Checklist-15	moved	the central XSS bullet inlined as the five-context output-encoding item with the opt-out inventory, the DOM-XSS source and sink lists and the sanitizer-misuse rules
references/web-and-api.md#L44	web-and-api#Checklist-15	moved	HTML injection in error pages, breadcrumbs and search echo folded into the reflected half of the XSS item
